nl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
privacybeleid	violate	0	-1	-1	-1	0	1	0	0	-1
Baku-Tbilisi-Ceyhan	open	1	1	1	1	0	0	1	0	1
provinciehoofdstad	average	0	1	0	0	0	1	1	0	1
plussen	point	0	0	0	0	1	0	1	0	0
bezoldigingen	pay	0	0	-1	0	0	-1	1	0	-1
beurskoersen	stock	0	0	1	1	1	1	1	0	1
ingeschreven	include	1	1	1	1	1	1	1	1	0
doctoraalopleiding	master	0	1	0	1	1	1	1	0	1
onveilig	practice	0	0	1	1	0	0	1	0	0
staalproduktie	record	1	1	1	1	1	1	1	0	1
storing	power	1	0	0	0	0	0	1	0	1
steunverhoging	increase	1	1	0	1	0	1	1	0	1
EU-documenten	document	0	0	0	0	0	1	1	0	0
coderingstechnieken	receive	1	1	1	0	1	1	1	0	1
indrukt	emerge	1	1	0	0	0	1	1	0	1
vervoersmiddelen	transport	0	1	0	1	1	1	1	0	0
PKK-terrorisme	claim	1	1	1	0	1	1	1	0	1
eetpauzes	be	0	1	0	0	0	0	1	0	1
agrofabrieken	promote	1	1	1	1	1	1	1	0	1
buren	border	0	0	0	0	0	0	0	0	0
rondgepompt	be	0	1	0	0	0	0	1	0	1
rehabilitatieprogramma's	comment	0	0	0	0	0	1	1	0	1
rechtsweigering	deny	0	0	-1	-1	0	1	1	0	-1
stem”	vote	0	0	0	1	1	1	1	0	0
gascentrales	plant	1	1	1	1	1	1	1	0	1
asieltoekenning	grant	0	0	1	1	0	1	1	0	1
gematigdheid	moderate	1	0	0	1	0	1	1	0	0
begeleidingscomités	widen	0	0	0	0	1	0	1	0	0
vruchtbaarder	emerge	1	1	0	0	0	1	1	0	1
ethiek	view	0	0	0	1	0	1	1	0	0
vezels	encourage	1	1	1	1	0	1	1	1	1
kleur	nail	0	0	-1	-1	0	1	0	0	0
pessimistisch	view	0	0	0	1	0	1	1	0	0
beurswaarde	value	1	1	1	1	0	1	1	1	1
nikkelgehalte	point	0	0	0	0	1	0	1	0	0
demissionair	resign	0	0	0	0	-1	1	1	0	-1
ontwikkelingsacties	develop	0	1	0	1	0	0	1	0	0
Abuja-proces	process	0	0	1	1	1	1	1	0	0
bekladden	respond	0	1	0	0	0	1	1	0	1
bouwsteen	build	1	1	1	1	1	1	1	0	1
bedje	pave	1	1	0	1	1	0	1	0	0
verslag-Laschet	report	0	0	-1	1	0	0	1	0	-1
geëffectueerde	lie	0	0	0	0	0	1	1	0	0
geland	land	0	0	1	0	0	1	1	0	1
gelang	depend	0	0	0	0	1	0	1	0	0
toewuiven	pay	0	0	-1	0	0	-1	1	0	-1
wapenwedloop	race	0	0	0	0	1	1	1	0	1
treinreizigers	train	1	1	1	1	1	1	1	1	1
berichtgevingen	appear	1	0	1	0	0	1	1	0	1
ondergeëxploiteerd	enhance	1	1	1	1	0	1	1	0	1
kondigden	announce	1	1	1	1	1	1	1	0	1
inventarisering	preserve	1	1	1	1	0	1	1	0	1
ontheffen	exempt	0	0	-1	-1	0	0	1	0	0
Midden	relate	0	1	1	1	0	1	1	0	1
schalen	scale	0	0	0	0	0	0	1	0	0
watersporten	water	0	-1	0	-1	0	1	1	0	1
spoorwegpaketten	want	1	0	1	0	0	1	1	0	1
gesels	contend	0	1	1	0	1	1	1	0	1
verzochte	request	0	0	1	0	1	1	1	0	1
muteert	be	0	1	0	0	0	0	1	0	1
brutaliteit	include	1	1	1	1	1	1	1	1	0
renationalisering	back	1	1	1	1	1	1	1	1	1
onderkoeling	be	0	1	0	0	0	0	1	0	1
afwegende	consider	1	1	1	1	1	1	1	0	1
2015-2035	rate	0	1	0	1	0	0	1	0	0
naturalisatie	grant	0	0	1	1	0	1	1	0	1
zee-engten	control	1	0	1	0	1	1	1	0	1
energie-efficiëntiedoelstellingen	target	0	0	0	1	0	0	0	0	0
nachtvergadering	sit	0	0	0	0	0	0	0	0	0
staatsrechtelijke	relinquish	0	1	1	1	-1	1	1	0	-1
zorgvuldiger	care	1	1	1	1	0	1	1	0	1
tariefberekeningen	be	0	1	0	0	0	0	1	0	1
onverbiddelijk	combat	0	0	0	-1	0	1	1	0	0
broeikasgasemissiereductie	reduce	0	0	0	-1	1	1	1	-1	0
uitgavendeclaraties	reveal	0	0	0	1	0	1	1	0	0
toelatingsproces	process	0	0	1	1	1	1	1	0	0
overbruggingsprogramma	bridge	0	0	0	1	0	1	1	0	1
zee-engtes	raise	0	0	1	1	0	0	1	0	1
verlangend	forward	1	1	0	1	1	1	1	0	1
inwint	seek	1	1	1	1	1	1	1	0	1
idealisten	sort	0	0	0	1	0	1	1	0	0
I	perfect	1	1	1	1	1	1	1	0	1
knowhow	transfer	0	0	0	0	0	1	1	0	0
JET-personeel	staff	1	1	1	1	1	1	1	0	1
vastgeroeste	challenge	0	1	-1	-1	1	1	1	-1	0
schimmige	obscure	0	0	0	1	0	1	1	0	0
pretoetredingsfase	phase	0	0	0	1	1	0	1	0	0
verlangens	demand	0	0	1	1	0	1	1	0	1
alledaagser	strengthen	1	1	0	1	0	1	1	1	0
Cyprusvraagstuk	base	0	1	1	1	1	1	1	0	1
taakstelling	give	0	1	1	0	0	0	1	0	1
lamskoteletten	chop	0	-1	-1	-1	1	0	1	-1	1
stemmingsuitslag	vote	0	0	0	1	1	1	1	0	0
aardolieprospectie	be	0	1	0	0	0	0	1	0	1
vacant	remain	0	0	0	0	0	0	1	0	0
tijgerproducten	tackle	0	1	-1	0	0	0	1	0	1
hartklachten	receive	1	1	1	0	1	1	1	0	1
gegevenheden	down	0	0	0	0	0	0	1	0	0
katoenproducenten	depress	0	-1	0	-1	0	1	0	-1	0
basisvoorzieningen	need	0	1	1	0	0	1	1	0	0
ouderwetsheid	attribute	0	0	1	1	1	1	1	0	1
opvanggemeenschappen	assist	1	1	1	1	1	1	1	1	1
uitgestald	shop	0	0	1	0	1	1	1	0	1
afscheidingsoorlog	sort	0	0	0	1	0	1	1	0	0
codewoord	apply	0	1	1	1	1	1	1	0	1
vergulden	form	1	1	1	1	1	1	1	0	1
inauguratie	be	0	1	0	0	0	0	1	0	1
ad-hocbasis	state	0	1	1	1	0	1	1	0	0
skies	reach	0	1	0	0	0	1	1	0	0
regionale-steunkaart	aid	1	1	1	1	0	1	1	1	1
hoofdconclusies	thrust	0	0	0	-1	0	0	0	-1	0
antiterreurbeleid	erode	0	-1	0	-1	0	1	0	0	0
pasjes	pass	0	1	0	0	0	1	1	0	0
werkloosheidbestrijding	be	0	1	0	0	0	0	1	0	1
werkbesprekingen	work	1	1	1	1	0	1	1	0	1
werkgelegenheidskwestie	issue	0	0	0	1	0	1	1	0	0
maatregelpakketten	measure	0	1	0	0	0	0	1	0	1
prijscontrole	price	0	0	1	1	1	0	1	0	1
arbeidsbeleid	concern	1	-1	0	-1	0	1	1	-1	0
onwaarschijnlijk	see	1	1	1	1	1	1	1	0	1
achterlijk	like	1	1	1	1	0	1	1	1	1
droogte	suffer	-1	1	-1	0	-1	-1	1	0	-1
Artillery	down	0	0	0	0	0	0	1	0	0
gemoeten	have	1	1	1	0	0	1	1	0	1
bedrage	amount	0	0	0	1	0	0	1	0	0
overdrachten	transfer	0	0	0	0	0	1	1	0	0
teeltwijzen	mean	0	0	0	0	0	-1	0	0	0
relokatieprogramma	view	0	0	0	1	0	1	1	0	0
laissez	raise	0	0	1	1	0	0	1	0	1
gemeenschapsbeleid	manage	1	1	1	1	1	1	1	0	1
Normandië	shoot	0	0	0	-1	0	-1	1	-1	0
laisser	approach	0	1	1	0	1	1	1	0	1
gestoken	put	1	1	1	0	1	1	1	0	1
revolutie	need	0	1	1	0	0	1	1	0	0
delokaliseren	relocate	0	1	1	1	1	1	1	0	1
milieubedreigingen	be	0	1	0	0	0	0	1	0	1
ontsnapten	be	0	1	0	0	0	0	1	0	1
koester	have	1	1	1	0	0	1	1	0	1
Internet-diensten	light	0	1	1	1	0	1	1	0	1
vlagstaat	state	0	1	1	1	0	1	1	0	0
primaire	number	0	0	0	1	0	0	1	0	0
arbeidsmarktpolitiek	market	0	0	0	1	1	1	1	0	1
opwerkingsbusiness	be	0	1	0	0	0	0	1	0	1
doorheen	pass	0	1	0	0	0	1	1	0	0
lijve	experience	0	1	-1	0	-1	0	1	0	-1
TBR-verslag	report	0	0	-1	1	0	0	1	0	-1
Bevolking	conclude	1	1	1	1	0	1	1	0	1
BBP-middelen	increase	1	1	0	1	0	1	1	0	1
binnenlandspolitieke	postpone	0	0	0	-1	0	1	1	0	0
EU-kwaliteitslogo	sort	0	0	0	1	0	1	1	0	0
Trittin	do	1	1	1	0	0	1	1	0	1
sticht	create	1	1	0	1	1	1	1	0	0
stijlbreuk	urge	1	1	1	1	0	1	1	1	1
garantieregeling	guarantee	1	1	1	1	1	1	1	1	1
Ambtenarenstatuut	set	0	0	1	1	1	1	1	0	1
redding	rescue	1	1	1	1	1	1	1	1	1
bijstandscriteria	have	1	1	1	0	0	1	1	0	1
verviervoudigen	quadruple	0	0	0	1	1	1	1	0	0
gevaarlijker	become	0	0	0	0	0	0	1	0	0
stembussen	vote	0	0	0	1	1	1	1	0	0
landbouwafspraken	process	0	0	1	1	1	1	1	0	0
vredeshandhavingstroepen	force	0	0	0	-1	0	1	0	-1	0
wedloop	race	0	0	0	0	1	1	1	0	1
opiniedelicten	be	0	1	0	0	0	0	1	0	1
industry	grasp	0	0	0	0	0	1	1	0	1
visumregelingen	engage	0	0	0	1	1	1	1	0	1
nalatige	be	0	1	0	0	0	0	1	0	1
prohibitief	be	0	1	0	0	0	0	1	0	1
tuinbouwproducten	produce	1	1	1	1	0	1	1	0	1
rechter-	be	0	1	0	0	0	0	1	0	1
inquisitieverslag	be	0	1	0	0	0	0	1	0	1
beloningsdiscriminatie	pay	0	0	-1	0	0	-1	1	0	-1
tegemoetkomendheid	accommodate	1	1	0	1	0	1	1	0	0
Estève	remark	0	0	0	0	0	1	1	-1	1
milieuwerkzaamheden	work	1	1	1	1	0	1	1	0	1
zeevarende	be	0	1	0	0	0	0	1	0	1
gematigden	moderate	1	0	0	1	0	1	1	0	0
wegga	leave	0	0	0	0	0	0	1	-1	0
onderwijsmaterialen	compile	1	1	1	1	1	1	1	0	1
marteldoeleinden	torture	0	-1	0	-1	0	1	0	-1	0
bergen	amount	0	0	0	1	0	0	1	0	0
normalisatiewerk	work	1	1	1	1	0	1	1	0	1
consultatieverplichtingen	resolve	-1	1	0	0	1	-1	1	0	1
aantoont	show	1	1	1	0	1	0	1	0	0
francofilie	excuse	0	0	0	0	0	0	1	0	1
verslag-Wemheuer	report	0	0	-1	1	0	0	1	0	-1
stalinistisch	advance	0	1	1	1	1	0	1	0	1
tolerantie	tolerate	-1	0	-1	1	0	1	1	0	-1
uitziende	desire	1	1	1	1	0	1	1	1	1
afsloot	end	0	1	0	0	1	0	1	0	0
sanctiemechanismen	sanction	0	-1	-1	-1	0	1	1	0	1
wederopbouwinspanningen	aggravate	-1	0	-1	-1	0	-1	0	0	0
teruggave	return	0	0	0	0	0	1	1	0	0
valkuilen	trap	0	0	0	-1	0	0	0	-1	0
huldebetoon	pay	0	0	-1	0	0	-1	1	0	-1
interpreterende	do	1	1	1	0	0	1	1	0	1
ondergeschikt	subject	0	0	1	1	0	1	1	0	1
beleggingsschema	multiply	0	0	0	0	0	1	1	0	0
snelheidbeperkingen	limit	0	0	0	-1	0	1	1	0	0
opgebruiken	distort	0	0	0	-1	0	1	0	0	0
gecommuniceerd	communicate	0	1	1	1	0	1	1	0	1
kerntaak	function	0	1	0	1	1	1	1	0	0
rechters	judge	0	0	-1	-1	1	1	1	-1	0
werkloosheidsniveaus	level	0	1	1	1	1	0	1	0	1
massamoorden	massacre	0	-1	-1	-1	0	1	1	-1	0
Überlingen	result	0	0	0	0	1	0	1	0	0
knoopt	return	0	0	0	0	0	1	1	0	0
rompslop	seek	1	1	1	1	1	1	1	0	1
Kaliningrad	make	0	0	0	1	0	0	1	0	0
visumverplichting	waive	0	0	1	1	1	1	1	0	1
gevangeniswezen	force	0	0	0	-1	0	1	0	-1	0
technocratie	lie	0	0	0	0	0	1	1	0	0
afreizen	travel	1	1	1	0	1	0	1	0	1
werkkader	work	1	1	1	1	0	1	1	0	1
gekonkeld	cheat	0	-1	0	-1	0	1	1	-1	1
ECB-model	model	0	0	0	1	1	1	1	0	1
zwegen	be	0	1	0	0	0	0	1	0	1
bezigheden	do	1	1	1	0	0	1	1	0	1
fobieën	result	0	0	0	0	1	0	1	0	0
technologieprogramma	improve	1	1	1	1	0	1	1	0	1
verslag-Pradier	report	0	0	-1	1	0	0	1	0	-1
omlijsting	frame	1	1	1	1	1	1	1	0	1
fifty-fifty	split	1	0	1	-1	0	1	1	-1	1
beslecht	settle	0	1	0	1	1	1	1	0	1
overplaatsingen	transfer	0	0	0	0	0	1	1	0	0
Verdragsnormen	prolong	0	1	0	-1	0	1	1	0	0
voortbracht	produce	1	1	1	1	0	1	1	0	1
categoriseren	classify	0	0	0	1	0	1	1	0	0
vuilnisbelten	dump	0	-1	0	-1	1	0	0	-1	1
Nisticò	raise	0	0	1	1	0	0	1	0	1
1218	be	0	1	0	0	0	0	1	0	1
Nobelprijzen	prize	1	1	1	1	1	1	1	0	1
Gorno	make	0	0	0	1	0	0	1	0	0
EG-merken	stun	0	-1	0	-1	0	1	0	-1	0
klimaatschade	be	0	1	0	0	0	0	1	0	1
overheidsdienst	state	0	1	1	1	0	1	1	0	0
besmettingsniveaus	level	0	1	1	1	1	0	1	0	1
radiotherapie	involve	0	0	0	0	1	1	1	0	0
vakverbonden	file	0	1	0	0	0	1	1	0	0
zoverre	respect	1	1	1	1	0	1	1	1	1
verslag-Batzeli	report	0	0	-1	1	0	0	1	0	-1
verwedden	bet	0	0	1	0	1	1	1	0	1
onderwijsbrug	bridge	0	0	0	1	0	1	1	0	1
textielgoederen	protect	1	1	1	1	0	1	1	1	1
waakhondfunctie	function	0	1	0	1	1	1	1	0	0
wereldprobleem	become	0	0	0	0	0	0	1	0	0
voetbal	match	1	1	1	1	0	1	1	0	1
smoesje	excuse	0	0	0	0	0	0	1	0	1
rechtsom	accomplish	1	1	1	1	1	1	1	0	1
oorsprongsvermelding	label	0	0	0	0	0	1	0	0	0
beroepsactiviteit	work	1	1	1	1	0	1	1	0	1
landbouwaanbod	offer	1	1	1	1	1	1	1	0	1
MOP's	can	0	0	0	0	0	1	1	0	1
lamslaan	urge	1	1	1	1	0	1	1	1	1
gelijkluidend	note	0	0	0	0	0	0	1	0	0
eendrachtig	unite	1	1	0	1	0	1	1	1	0
kankergezwel	issue	0	0	0	1	0	1	1	0	0
cv-ketel	go	0	0	0	0	0	0	1	0	0
gecommuniceerde	communicate	0	1	1	1	0	1	1	0	1
uitsmelting	allow	1	1	1	1	0	1	1	1	1
verzekeringsrichtlijnen	satisfy	1	1	0	1	0	1	1	1	1
tijdnood	time	0	0	1	0	1	0	1	0	1
rioolstelsel	lack	0	0	0	0	-1	1	1	0	-1
gemeenteraads-	establish	0	0	1	1	1	1	1	1	1
bankautomaten	cash	0	0	0	0	1	1	1	0	1
gouddelving	rush	0	0	-1	-1	1	1	1	-1	0
ondernemender	redirect	0	0	0	1	0	0	1	0	0
overdruk	pressure	0	0	0	-1	0	0	1	-1	0
legitimatieproblemen	account	0	0	0	0	0	1	1	0	0
LNG-tankschepen	increase	1	1	0	1	0	1	1	0	1
ervaringsuitwisseling	experience	0	1	-1	0	-1	0	1	0	-1
protheses	implant	0	0	1	1	0	1	1	0	1
vaderlandsliefde	love	1	1	1	1	1	1	1	1	1
bestuursregeling	be	0	1	0	0	0	0	1	0	1
gisterennacht	last	0	0	0	0	0	-1	-1	0	0
noodsteun	aid	1	1	1	1	0	1	1	1	1
harmoniemodel	model	0	0	0	1	1	1	1	0	1
herstructureringregelingen	restructure	1	1	0	1	1	1	1	0	1
gerepatrieerden	enable	1	1	0	1	1	1	1	1	0
voorschot	advance	0	1	1	1	1	0	1	0	1
vuilnis	refuse	0	0	-1	-1	0	1	1	-1	0
overdacht	consider	1	1	1	1	1	1	1	0	1
westgrens	border	0	0	0	0	0	0	0	0	0
verweving	note	0	0	0	0	0	0	1	0	0
cyberpolitie	set	0	0	1	1	1	1	1	0	1
wetgevingvoorstellen	term	1	1	0	1	1	1	0	0	0
Wolf	report	0	0	-1	1	0	0	1	0	-1
aardolie-industrie	be	0	1	0	0	0	0	1	0	1
negentiger	grant	0	0	1	1	0	1	1	0	1
elektriciteitsnetten	power	1	0	0	0	0	0	1	0	1
verkoopsvoorwaarden	begin	1	1	1	1	0	1	1	0	1
vervoerwegen	route	0	0	0	0	0	1	1	0	0
keper	end	0	1	0	0	1	0	1	0	0
weerhielden	prevent	0	0	0	-1	0	1	1	-1	0
verbintenissenwet	contract	-1	0	-1	0	-1	-1	1	0	-1
sleutelbegrip	word	0	1	0	0	0	0	1	0	0
eropaan	take	1	1	1	0	1	1	1	0	1
spoortunnels	be	0	1	0	0	0	0	1	0	1
vergroot	increase	1	1	0	1	0	1	1	0	1
getijdecentrales	station	0	0	0	0	1	0	1	0	0
Ismail	feel	1	1	1	0	0	0	1	0	1
wapenbeperking	target	0	0	0	1	0	0	0	0	0
verzamelnaam	term	1	1	0	1	1	1	0	0	0
ingezette	begin	1	1	1	1	0	1	1	0	1
eliminatie	eliminate	-1	1	-1	-1	1	-1	1	0	0
ingeslapen	voice	0	0	0	0	0	0	1	0	0
opengelaten	open	1	1	1	1	0	0	1	0	1
snelheidsbegrenzing	speed	1	1	0	1	0	1	1	0	0
bespoedigen	speed	1	1	0	1	0	1	1	0	0
pensioenlasten	cost	0	-1	0	0	0	0	1	-1	0
komische	joke	0	0	0	0	0	0	1	0	0
minimummaaswijdte	be	0	1	0	0	0	0	1	0	1
normaalgesproken	sort	0	0	0	1	0	1	1	0	0
Progress	progress	1	1	0	1	1	1	1	0	1
belastingpercentage	rate	0	1	0	1	0	0	1	0	0
gekeerde	turn	0	0	0	0	0	0	1	0	0
ontwapeningskwesties	urge	1	1	1	1	0	1	1	1	1
zelfvoorziening	promote	1	1	1	1	1	1	1	0	1
staatsburgers	enjoy	1	1	1	1	1	1	1	1	1
soldaten	force	0	0	0	-1	0	1	0	-1	0
hoofdterreinen	major	0	1	0	0	1	1	1	0	1
Commissiedocument	document	0	0	0	0	0	1	1	0	0
microchip	chip	0	0	0	0	1	1	1	0	1
contrast	contrast	0	0	0	0	0	0	1	0	0
feitelijke	practice	0	0	1	1	0	0	1	0	0
rijping	mature	0	1	0	1	0	1	1	0	0
Grieks-katholieken	profess	1	1	1	1	1	1	1	0	1
investeerde	invest	1	1	1	1	1	1	1	1	1
congestie	reduce	0	0	0	-1	1	1	1	-1	0
omschakelingsprogramma's	wish	1	1	1	1	1	1	1	1	1
adresgegevens	address	1	1	0	1	1	1	1	0	1
geruisarm	preserve	1	1	1	1	0	1	1	0	1
ondersteunen?Vraag	draw	0	0	1	1	1	1	0	0	0
belangenverenigingen	represent	0	1	0	1	0	1	1	0	0
TACIS	fund	1	1	1	1	1	1	1	0	1
brozer	entail	0	0	0	0	1	0	1	0	0
vereenvoudigingsproces	process	0	0	1	1	1	1	1	0	0
volksreferenda	be	0	1	0	0	0	0	1	0	1
onweerswolken	gather	0	0	0	1	1	1	1	0	0
pick	pick	0	1	1	1	1	1	1	0	1
action	place	0	0	1	1	1	1	1	0	1
pejoratieve	have	1	1	1	0	0	1	1	0	1
Stern-reportage	report	0	0	-1	1	0	0	1	0	-1
injecteren	inject	0	1	1	0	0	1	1	0	1
rigoureuzer	demand	0	0	1	1	0	1	1	0	1
minimumtol	ask	0	0	0	0	1	1	1	0	0
vrachtvervoermarkt	market	0	0	0	1	1	1	1	0	1
opslaan	store	1	1	1	1	1	1	1	0	1
onderzoeksautoriteiten	investigate	0	1	0	0	1	1	1	0	0
wéér	shut	1	0	0	0	0	0	1	0	0
opslaat	stockpile	0	0	0	-1	1	1	-1	0	1
productlijnen	line	0	0	0	0	1	0	1	0	1
bodemprobleem	announce	1	1	1	1	1	1	1	0	1
transportroute	route	0	0	0	0	0	1	1	0	0
854	worsen	-1	-1	0	-1	0	1	-1	0	0
850	total	0	0	0	0	0	1	1	0	0
planeet	live	1	1	1	1	1	1	1	0	1
852	amend	1	1	1	1	1	1	1	0	1
vervoerssysteem	transport	0	1	0	1	1	1	1	0	0
energie-invoer	import	0	0	0	1	1	1	1	0	1
lichtpuntje	light	0	1	1	1	0	1	1	0	1
petroleum	spurn	0	-1	-1	-1	0	1	0	-1	1
veerdienst	ferry	0	0	0	1	1	1	0	-1	1
85%	be	0	1	0	0	0	0	1	0	1
aangeprezen	promote	1	1	1	1	1	1	1	0	1
beurswinst	be	0	1	0	0	0	0	1	0	1
verslag-Auroi	report	0	0	-1	1	0	0	1	0	-1
natuurgeneeskunde	be	0	1	0	0	0	0	1	0	1
VEU	set	0	0	1	1	1	1	1	0	1
bemiddelingsbijeenkomst	meet	0	1	1	1	1	1	1	0	1
convergentie-eisen	grip	0	0	0	0	0	1	1	0	0
win-win-situatie	shed	0	1	0	0	0	1	1	0	0
buitengrensdoorlaatposten	border	0	0	0	0	0	0	0	0	0
conversaties	try	0	1	1	0	1	1	1	0	0
zeventiende	age	0	0	0	-1	0	1	1	0	0
landbouwproduktie	be	0	1	0	0	0	0	1	0	1
bruikbaarheid	regard	1	1	1	1	1	1	1	1	1
veiligheidsfilosofie	say	0	0	0	0	0	0	1	0	0
intrigeren	pull	0	0	0	0	0	0	1	0	0
oploopt	be	0	1	0	0	0	0	1	0	1
voetbaltransfers	transfer	0	0	0	0	0	1	1	0	0
keeping	keep	1	1	1	0	1	1	1	1	1
regeringswissel	change	0	1	0	1	0	1	1	0	1
telefoongesprekken	telephone	1	1	1	1	1	1	1	1	1
berispt	reprimand	0	-1	-1	-1	0	1	1	-1	1
overheidsfinancieringen	finance	1	1	1	1	1	1	1	0	1
rustpunten	rest	1	1	1	1	1	1	1	0	1
bedrijfssectoren	concern	1	-1	0	-1	0	1	1	-1	0
uitbaggeren	be	0	1	0	0	0	0	1	0	1
overgangsregels	rule	1	1	1	1	1	1	1	0	1
tantes	provide	1	1	1	1	1	1	1	0	1
voorbijschieten	be	0	1	0	0	0	0	1	0	1
bodemschatten	make	0	0	0	1	0	0	1	0	0
sensu	sense	0	0	0	0	1	0	1	0	0
Tories	argue	0	0	1	1	0	1	1	0	0
maanden-	break	0	0	-1	-1	1	1	1	0	1
gekkekoeiencrisis	prohibit	0	0	-1	-1	0	0	1	0	0
octrooisysteem	derive	1	1	1	0	1	1	1	0	1
gallon	travel	1	1	1	0	1	0	1	0	1
ademhalingsziekten	try	0	1	1	0	1	1	1	0	0
senso	need	0	1	1	0	0	1	1	0	0
bevoorradingsbronnen	supply	0	0	1	1	1	1	1	0	1
voorteken	sign	0	0	1	1	1	1	1	0	1
Tacis	cover	0	0	0	1	1	1	1	0	0
bedrijfsvoorschriften	operate	1	1	1	1	1	1	1	0	1
achterstandgroepen	need	0	1	1	0	0	1	1	0	0
integratieprogramma	integrate	1	0	0	1	1	1	1	0	0
Tsjetsjeens	drain	0	0	0	0	1	1	1	0	0
informatiepunten	point	0	0	0	0	1	0	1	0	0
compromispakket	package	0	0	0	1	1	0	1	0	1
conformiteitsbeoordeling	desire	1	1	1	1	0	1	1	1	1
welkome	welcome	1	1	1	1	1	1	1	1	1
verhandelbaarheid	increase	1	1	0	1	0	1	1	0	1
hoofddebat	debate	0	1	0	1	1	1	1	0	0
cijfertabel	need	0	1	1	0	0	1	1	0	0
fascinatie	fascinate	0	-1	0	-1	0	1	0	-1	0
controlenormen	control	1	0	1	0	1	1	1	0	1
WikiLeaks	increase	1	1	0	1	0	1	1	0	1
vooruitkomt	progress	1	1	0	1	1	1	1	0	1
Labour-maatregelen	oppose	0	0	-1	-1	0	1	1	0	-1
opstelde	draw	0	0	1	1	1	1	0	0	0
sojameel	quote	1	1	1	1	1	1	1	0	0
handelsgeheimen	trade	0	1	1	1	1	1	1	0	1
programma-aanvragen	down	0	0	0	0	0	0	1	0	0
eengeworden	have	1	1	1	0	0	1	1	0	1
Auto/Olie-programma	package	0	0	0	1	1	0	1	0	1
perszaal	press	0	1	0	-1	0	1	1	-1	0
tijdverlies	time	0	0	1	0	1	0	1	0	1
inruimen	give	0	1	1	0	0	0	1	0	1
sigaretten	smuggle	0	0	-1	-1	1	1	0	-1	1
Plantin	sue	-1	0	-1	-1	0	1	1	-1	0
Iotova	congratulate	1	1	1	1	1	1	1	1	1
veiligheidsagenten	guard	1	1	1	1	0	1	1	1	1
leidingskranen	water	0	-1	0	-1	0	1	1	0	1
LGO's	cause	-1	-1	0	0	0	-1	0	0	0
frases	contain	0	0	0	0	0	0	1	0	0
uittekenen	outline	1	1	1	1	1	1	1	0	1
verdoezelingen	figure	0	0	0	0	0	0	0	0	0
frasen	word	0	1	0	0	0	0	1	0	0
vrijdagsclub	do	1	1	1	0	0	1	1	0	1
condoleren	express	-1	0	0	0	1	0	1	0	0
slaakt	shrug	0	-1	0	-1	0	0	0	0	1
TRIPS	reflect	0	0	0	0	0	0	1	0	0
vertoond	show	1	1	1	0	1	0	1	0	0
luchthaveninfrastructuur	give	0	1	1	0	0	0	1	0	1
handelsbevorderende	be	0	1	0	0	0	0	1	0	1
encryptiemogelijkheden	need	0	1	1	0	0	1	1	0	0
aandeelhouderschap	adopt	1	1	1	1	1	1	1	0	1
ratingkantoren	rate	0	1	0	1	0	0	1	0	0
ontwerpstadium	stage	0	1	1	1	1	0	1	0	1
persverklaring	press	0	1	0	-1	0	1	1	-1	0
vertoont	be	0	1	0	0	0	0	1	0	1
illusies	be	0	1	0	0	0	0	1	0	1
Nichols	wind	0	1	0	0	0	1	1	0	1
TRIPs	make	0	0	0	1	0	0	1	0	0
herbestemming	redirect	0	0	0	1	0	0	1	0	0
uitziet	look	0	1	1	0	0	0	1	0	1
kostprijsbepaling	do	1	1	1	0	0	1	1	0	1
onfeilbaar	be	0	1	0	0	0	0	1	0	1
speelfilms	feature	1	1	1	1	1	1	1	1	1
kankergezwellen	order	0	0	0	-1	0	0	1	0	0
MKB-proef	test	0	1	1	0	1	1	1	0	1
ondernemerschap	develop	0	1	0	1	0	0	1	0	0
doorzet	continue	1	1	1	1	1	0	1	0	1
transfereerunie	process	0	0	1	1	1	1	1	0	0
Birma	have	1	1	1	0	0	1	1	0	1
terzijde	side	0	0	0	0	1	0	1	0	0
afgedankt	scrap	0	0	-1	-1	-1	0	1	0	-1
decentraal	be	0	1	0	0	0	0	1	0	1
radio-	radio	0	0	1	0	0	1	1	0	1
aangepraat	persuade	0	0	1	1	1	1	1	1	1
aanzet	start	1	1	1	1	1	1	1	0	1
kernreactors	power	1	0	0	0	0	0	1	0	1
lichtvoetige	show	1	1	1	0	1	0	1	0	0
IPB	do	1	1	1	0	0	1	1	0	1
innovatieclusters	cluster	0	0	0	1	0	0	-1	0	0
datvliegtuigen	need	0	1	1	0	0	1	1	0	0
corresponderende	correspond	0	0	0	0	0	1	1	0	0
IPE	build	1	1	1	1	1	1	1	0	1
autistisch	be	0	1	0	0	0	0	1	0	1
melkstaking	strike	1	1	0	0	0	1	1	0	0
verslag-Mitchell	report	0	0	-1	1	0	0	1	0	-1
wapenuitvoer	export	0	0	1	0	1	1	1	0	1
hormonenoorlog	do	1	1	1	0	0	1	1	0	1
Balkanvolkeren	forget	-1	0	-1	-1	-1	0	1	-1	-1
surrogaatmoeders	plant	1	1	1	1	1	1	1	0	1
oriëntatieprogramma	plan	1	1	1	1	1	1	1	0	1
NGL	submit	0	0	1	1	0	1	1	0	0
virusvarianten	combat	0	0	0	-1	0	1	1	0	0
NGO	work	1	1	1	1	0	1	1	0	1
